"canonical_composer","canonical_title","split","year","midi_filename","audio_filename","duration"
"Fr?d?ric Chopin","Etude Op. 10 No. 4","train","2013","2013/ORIG-MIDI_01_7_7_13_Group__MID--AUDIO_14_R1_2013_wav--3.midi","2013/ORIG-MIDI_01_7_7_13_Group__MID--AUDIO_14_R1_2013_wav--3.wav","111.881565469"
"Fr?d?ric Chopin","Etude Op. 10 No. 4 in C-Sharp Minor","train","2011","2011/MIDI-Unprocessed_01_R1_2011_MID--AUDIO_R1-D1_05_Track05_wav.midi","2011/MIDI-Unprocessed_01_R1_2011_MID--AUDIO_R1-D1_05_Track05_wav.wav","122.391704531"
"Fr?d?ric Chopin","Etude Op. 10 No. 4 in C-Sharp Minor","train","2011","2011/MIDI-Unprocessed_18_R1_2011_MID--AUDIO_R1-D7_09_Track09_wav.midi","2011/MIDI-Unprocessed_18_R1_2011_MID--AUDIO_R1-D7_09_Track09_wav.wav","113.671093594"
"Fr?d?ric Chopin","Etude Op. 10 No. 4 in C-Sharp Minor","train","2011","2011/MIDI-Unprocessed_21_R1_2011_MID--AUDIO_R1-D8_09_Track09_wav.midi","2011/MIDI-Unprocessed_21_R1_2011_MID--AUDIO_R1-D8_09_Track09_wav.wav","123.152921719"
"Fr?d?ric Chopin","Etude Op. 10 No. 4 in C-sharp Minor","train","2008","2008/MIDI-Unprocessed_03_R1_2008_01-04_ORIG_MID--AUDIO_03_R1_2008_wav--3.midi","2008/MIDI-Unprocessed_03_R1_2008_01-04_ORIG_MID--AUDIO_03_R1_2008_wav--3.wav","124.61526"
"Fr?d?ric Chopin","Etude Op. 10 No. 4 in C-sharp Minor","train","2017","2017/MIDI-Unprocessed_044_PIANO044_MID--AUDIO-split_07-06-17_Piano-e_1-04_wav--3.midi","2017/MIDI-Unprocessed_044_PIANO044_MID--AUDIO-split_07-06-17_Piano-e_1-04_wav--3.wav","123.041063763"
"Fr?d?ric Chopin","Etude Op. 10 No. 4 in C-sharp Minor","train","2017","2017/MIDI-Unprocessed_049_PIANO049_MID--AUDIO-split_07-06-17_Piano-e_2-06_wav--3.midi","2017/MIDI-Unprocessed_049_PIANO049_MID--AUDIO-split_07-06-17_Piano-e_2-06_wav--3.wav","115.376571404"
"Fr?d?ric Chopin","Etude Op. 10 No. 4 in C-sharp Minor","train","2017","2017/MIDI-Unprocessed_067_PIANO067_MID--AUDIO-split_07-07-17_Piano-e_3-03_wav--3.midi","2017/MIDI-Unprocessed_067_PIANO067_MID--AUDIO-split_07-07-17_Piano-e_3-03_wav--3.wav","112.612696058"
"Fr?d?ric Chopin","Etude Op. 10 No. 5 in G-flat Major","validation","2017","2017/MIDI-Unprocessed_058_PIANO058_MID--AUDIO-split_07-07-17_Piano-e_2-02_wav--2.midi","2017/MIDI-Unprocessed_058_PIANO058_MID--AUDIO-split_07-07-17_Piano-e_2-02_wav--2.wav","95.57645475"
"Fr?d?ric Chopin","Etude Op. 10 No. 5 in G-flat Major","validation","2017","2017/MIDI-Unprocessed_060_PIANO060_MID--AUDIO-split_07-07-17_Piano-e_2-04_wav--3.midi","2017/MIDI-Unprocessed_060_PIANO060_MID--AUDIO-split_07-07-17_Piano-e_2-04_wav--3.wav","92.236727525"
"Fr?d?ric Chopin","Etude Op. 10 No. 5 in G-flat Major","validation","2017","2017/MIDI-Unprocessed_062_PIANO062_MID--AUDIO-split_07-07-17_Piano-e_2-07_wav--3.midi","2017/MIDI-Unprocessed_062_PIANO062_MID--AUDIO-split_07-07-17_Piano-e_2-07_wav--3.wav","98.7099864042"
"Fr?d?ric Chopin","Etude Op. 10 No. 8","train","2015","2015/MIDI-Unprocessed_R1_D1-9-12_mid--AUDIO-from_mp3_09_R1_2015_wav--3.midi","2015/MIDI-Unprocessed_R1_D1-9-12_mid--AUDIO-from_mp3_09_R1_2015_wav--3.wav","138.896875"
"Fr?d?ric Chopin","Etude Op. 10 No. 8","train","2013","2013/ORIG-MIDI_02_7_7_13_Group__MID--AUDIO_17_R1_2013_wav--3.midi","2013/ORIG-MIDI_02_7_7_13_Group__MID--AUDIO_17_R1_2013_wav--3.wav","125.043945469"
"Fr?d?ric Chopin","Etude Op. 10 No. 8 in F Major","train","2008","2008/MIDI-Unprocessed_15_R1_2008_01-04_ORIG_MID--AUDIO_15_R1_2008_wav--4.midi","2008/MIDI-Unprocessed_15_R1_2008_01-04_ORIG_MID--AUDIO_15_R1_2008_wav--4.wav","135.18148875"
"Fr?d?ric Chopin","Etude Op. 10 No. 8 in F Major","train","2011","2011/MIDI-Unprocessed_04_R1_2011_MID--AUDIO_R1-D2_04_Track04_wav.midi","2011/MIDI-Unprocessed_04_R1_2011_MID--AUDIO_R1-D2_04_Track04_wav.wav","131.456866406"
"Fr?d?ric Chopin","Etude Op. 10 No. 8 in F Major","train","2011","2011/MIDI-Unprocessed_19_R1_2011_MID--AUDIO_R1-D7_14_Track14_wav.midi","2011/MIDI-Unprocessed_19_R1_2011_MID--AUDIO_R1-D7_14_Track14_wav.wav","149.950437656"
"Fr?d?ric Chopin","Etude Op. 25 No. 1","train","2015","2015/MIDI-Unprocessed_R1_D1-1-8_mid--AUDIO-from_mp3_07_R1_2015_wav--3.midi","2015/MIDI-Unprocessed_R1_D1-1-8_mid--AUDIO-from_mp3_07_R1_2015_wav--3.wav","137.86875"
"Fr?d?ric Chopin","Etude Op. 25 No. 1","train","2013","2013/ORIG-MIDI_03_7_6_13_Group__MID--AUDIO_10_R1_2013_wav--3.midi","2013/ORIG-MIDI_03_7_6_13_Group__MID--AUDIO_10_R1_2013_wav--3.wav","136.072246406"
"Fr?d?ric Chopin","Etude Op. 25 No. 1 in A-flat Major","train","2017","2017/MIDI-Unprocessed_056_PIANO056_MID--AUDIO-split_07-07-17_Piano-e_1-05_wav--2.midi","2017/MIDI-Unprocessed_056_PIANO056_MID--AUDIO-split_07-07-17_Piano-e_1-05_wav--2.wav","147.718293271"
"Fr?d?ric Chopin","Etude Op. 25 No. 1 in A-flat Major","train","2017","2017/MIDI-Unprocessed_057_PIANO057_MID--AUDIO-split_07-07-17_Piano-e_1-07_wav--4.midi","2017/MIDI-Unprocessed_057_PIANO057_MID--AUDIO-split_07-07-17_Piano-e_1-07_wav--4.wav","143.456562017"
"Fr?d?ric Chopin","Etude Op. 25 No. 10","train","2013","2013/ORIG-MIDI_02_7_7_13_Group__MID--AUDIO_18_R1_2013_wav--5.midi","2013/ORIG-MIDI_02_7_7_13_Group__MID--AUDIO_18_R1_2013_wav--5.wav","250.193392969"
"Fr?d?ric Chopin","Etude Op. 25 No. 10 in B Minor","train","2011","2011/MIDI-Unprocessed_20_R1_2011_MID--AUDIO_R1-D8_03_Track03_wav.midi","2011/MIDI-Unprocessed_20_R1_2011_MID--AUDIO_R1-D8_03_Track03_wav.wav","243.747085312"
"Fr?d?ric Chopin","Etude Op. 25 No. 10 in B Minor","train","2011","2011/MIDI-Unprocessed_22_R1_2011_MID--AUDIO_R1-D8_11_Track11_wav.midi","2011/MIDI-Unprocessed_22_R1_2011_MID--AUDIO_R1-D8_11_Track11_wav.wav","237.826952344"
"Fr?d?ric Chopin","Etude Op. 25 No. 10 in B Minor","train","2017","2017/MIDI-Unprocessed_041_PIANO041_MID--AUDIO-split_07-06-17_Piano-e_1-01_wav--3.midi","2017/MIDI-Unprocessed_041_PIANO041_MID--AUDIO-split_07-06-17_Piano-e_1-01_wav--3.wav","237.363153154"
"Fr?d?ric Chopin","Etude Op. 25 No. 11","train","2015","2015/MIDI-Unprocessed_R1_D1-1-8_mid--AUDIO-from_mp3_08_R1_2015_wav--3.midi","2015/MIDI-Unprocessed_R1_D1-1-8_mid--AUDIO-from_mp3_08_R1_2015_wav--3.wav","217.536458333"
"Fr?d?ric Chopin","Etude Op. 25 No. 11","train","2015","2015/MIDI-Unprocessed_R1_D2-13-20_mid--AUDIO-from_mp3_18_R1_2015_wav--2.midi","2015/MIDI-Unprocessed_R1_D2-13-20_mid--AUDIO-from_mp3_18_R1_2015_wav--2.wav","210.821875"
"Fr?d?ric Chopin","Etude Op. 25 No. 11","train","2013","2013/ORIG-MIDI_02_7_8_13_Group__MID--AUDIO_08_R2_2013_wav--2.midi","2013/ORIG-MIDI_02_7_8_13_Group__MID--AUDIO_08_R2_2013_wav--2.wav","193.874004844"
"Fr?d?ric Chopin","Etude Op. 25 No. 11 in A Minor","train","2008","2008/MIDI-Unprocessed_11_R1_2008_01-04_ORIG_MID--AUDIO_11_R1_2008_wav--4.midi","2008/MIDI-Unprocessed_11_R1_2008_01-04_ORIG_MID--AUDIO_11_R1_2008_wav--4.wav","238.691000625"
"Fr?d?ric Chopin","Etude Op. 25 No. 11 in A Minor","train","2011","2011/MIDI-Unprocessed_11_R1_2011_MID--AUDIO_R1-D4_09_Track09_wav.midi","2011/MIDI-Unprocessed_11_R1_2011_MID--AUDIO_R1-D4_09_Track09_wav.wav","200.596754531"
"Fr?d?ric Chopin","Etude Op. 25 No. 11 in A Minor","train","2011","2011/MIDI-Unprocessed_13_R1_2011_MID--AUDIO_R1-D5_03_Track03_wav.midi","2011/MIDI-Unprocessed_13_R1_2011_MID--AUDIO_R1-D5_03_Track03_wav.wav","221.514201563"
"Fr?d?ric Chopin","Etude Op. 25 No. 11 in A Minor","train","2011","2011/MIDI-Unprocessed_16_R1_2011_MID--AUDIO_R1-D6_13_Track13_wav.midi","2011/MIDI-Unprocessed_16_R1_2011_MID--AUDIO_R1-D6_13_Track13_wav.wav","213.302404219"
"Fr?d?ric Chopin","Etude Op. 25 No. 11 in A Minor","train","2011","2011/MIDI-Unprocessed_17_R1_2011_MID--AUDIO_R1-D7_04_Track04_wav.midi","2011/MIDI-Unprocessed_17_R1_2011_MID--AUDIO_R1-D7_04_Track04_wav.wav","193.441312969"
"Fr?d?ric Chopin","Etude Op. 25 No. 11 in A Minor","train","2017","2017/MIDI-Unprocessed_051_PIANO051_MID--AUDIO-split_07-06-17_Piano-e_3-02_wav--3.midi","2017/MIDI-Unprocessed_051_PIANO051_MID--AUDIO-split_07-06-17_Piano-e_3-02_wav--3.wav","219.964734133"
"Fr?d?ric Chopin","Etude Op. 25 No. 12","train","2015","2015/MIDI-Unprocessed_R1_D1-1-8_mid--AUDIO-from_mp3_04_R1_2015_wav--4.midi","2015/MIDI-Unprocessed_R1_D1-1-8_mid--AUDIO-from_mp3_04_R1_2015_wav--4.wav","136.692708333"
"Fr?d?ric Chopin","Etude Op. 25 No. 12","train","2015","2015/MIDI-Unprocessed_R1_D2-13-20_mid--AUDIO-from_mp3_14_R1_2015_wav--4.midi","2015/MIDI-Unprocessed_R1_D2-13-20_mid--AUDIO-from_mp3_14_R1_2015_wav--4.wav","156.28125"
"Fr?d?ric Chopin","Etude Op. 25 No. 12 in C Minor","train","2011","2011/MIDI-Unprocessed_09_R1_2011_MID--AUDIO_R1-D3_14_Track14_wav.midi","2011/MIDI-Unprocessed_09_R1_2011_MID--AUDIO_R1-D3_14_Track14_wav.wav","137.845748906"
"Fr?d?ric Chopin","Etude Op. 25 No. 5 in E Minor","train","2008","2008/MIDI-Unprocessed_09_R2_2008_01-05_ORIG_MID--AUDIO_09_R2_2008_wav--2.midi","2008/MIDI-Unprocessed_09_R2_2008_01-05_ORIG_MID--AUDIO_09_R2_2008_wav--2.wav","181.853450625"
"Fr?d?ric Chopin","Etude Op. 25 No. 6","train","2015","2015/MIDI-Unprocessed_R1_D2-13-20_mid--AUDIO-from_mp3_19_R1_2015_wav--3.midi","2015/MIDI-Unprocessed_R1_D2-13-20_mid--AUDIO-from_mp3_19_R1_2015_wav--3.wav","127.005208333"
"Fr?d?ric Chopin","Etude Op. 25 No. 6","train","2013","2013/ORIG-MIDI_01_7_6_13_Group__MID--AUDIO_03_R1_2013_wav--3.midi","2013/ORIG-MIDI_01_7_6_13_Group__MID--AUDIO_03_R1_2013_wav--3.wav","120.675627187"
"Fr?d?ric Chopin","Etude Op. 25 No. 6 in G-sharp Minor","train","2011","2011/MIDI-Unprocessed_03_R1_2011_MID--AUDIO_R1-D1_17_Track17_wav.midi","2011/MIDI-Unprocessed_03_R1_2011_MID--AUDIO_R1-D1_17_Track17_wav.wav","116.065589062"
"Fr?d?ric Chopin","Etude Op. 25 No. 6 in G-sharp Minor","train","2011","2011/MIDI-Unprocessed_06_R1_2011_MID--AUDIO_R1-D2_16_Track16_wav.midi","2011/MIDI-Unprocessed_06_R1_2011_MID--AUDIO_R1-D2_16_Track16_wav.wav","110.455284844"
"Fr?d?ric Chopin","Etude in A Minor, Op. 25, No. 11","train","2014","2014/MIDI-UNPROCESSED_16-18_R1_2014_MID--AUDIO_18_R1_2014_wav--4.midi","2014/MIDI-UNPROCESSED_16-18_R1_2014_MID--AUDIO_18_R1_2014_wav--4.wav","221.737224844"
"Fr?d?ric Chopin","Etude in F Major, Op. 10, No. 8","train","2014","2014/MIDI-UNPROCESSED_16-18_R1_2014_MID--AUDIO_18_R1_2014_wav--3.midi","2014/MIDI-UNPROCESSED_16-18_R1_2014_MID--AUDIO_18_R1_2014_wav--3.wav","150.433877344"
"Fr?d?ric Chopin","Etudes Op. 10 Nos. 8","train","2011","2011/MIDI-Unprocessed_24_R1_2011_MID--AUDIO_R1-D9_10_Track10_wav.midi","2011/MIDI-Unprocessed_24_R1_2011_MID--AUDIO_R1-D9_10_Track10_wav.wav","143.597612813"
"Fr?d?ric Chopin","Etudes Op. 10 Nos. 9","test","2011","2011/MIDI-Unprocessed_24_R1_2011_MID--AUDIO_R1-D9_11_Track11_wav.midi","2011/MIDI-Unprocessed_24_R1_2011_MID--AUDIO_R1-D9_11_Track11_wav.wav","124.808902969"
"Fr?d?ric Chopin","Etudes Op. 25 Nos. 1-5","train","2013","2013/ORIG-MIDI_01_7_8_13_Group__MID--AUDIO_03_R2_2013_wav--1.midi","2013/ORIG-MIDI_01_7_8_13_Group__MID--AUDIO_03_R2_2013_wav--1.wav","656.746138125"
